variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.6233,0.3767,0.0218
observed_only_behavior_clone,nominal,1,600,0.5917,0.4083,0.0019
observed_only_behavior_clone,nominal,2,600,0.6050,0.3950,0.0226
observed_only_behavior_clone,nominal,3,600,0.5717,0.4283,0.0220
observed_only_behavior_clone,nominal,4,600,0.6017,0.3983,0.0007
observed_only_behavior_clone,nominal,5,600,0.5933,0.4067,0.0015
observed_only_behavior_clone,nominal,6,600,0.6167,0.3833,0.0260
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4100,0.5900,0.0118
observed_only_behavior_clone,hidden_mode_shift,1,600,0.3733,0.6267,0.0405
observed_only_behavior_clone,hidden_mode_shift,2,600,0.3950,0.6050,0.0077
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4033,0.5967,0.0106
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4450,0.5550,0.0238
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4317,0.5683,0.0195
observed_only_behavior_clone,hidden_mode_shift,6,600,0.4367,0.5633,0.0257
observed_only_behavior_clone,embodiment_shift,0,600,0.4350,0.5650,0.0194
observed_only_behavior_clone,embodiment_shift,1,600,0.4050,0.5950,0.0414
observed_only_behavior_clone,embodiment_shift,2,600,0.4517,0.5483,0.0164
observed_only_behavior_clone,embodiment_shift,3,600,0.4300,0.5700,0.0166
observed_only_behavior_clone,embodiment_shift,4,600,0.4617,0.5383,0.0078
observed_only_behavior_clone,embodiment_shift,5,600,0.4567,0.5433,0.0119
observed_only_behavior_clone,embodiment_shift,6,600,0.4083,0.5917,0.0352
observed_only_behavior_clone,combined_stress,0,600,0.3283,0.6717,0.0085
observed_only_behavior_clone,combined_stress,1,600,0.3167,0.6833,0.0122
observed_only_behavior_clone,combined_stress,2,600,0.2917,0.7083,0.0260
observed_only_behavior_clone,combined_stress,3,600,0.3217,0.6783,0.0073
observed_only_behavior_clone,combined_stress,4,600,0.3183,0.6817,0.0179
observed_only_behavior_clone,combined_stress,5,600,0.3150,0.6850,0.0121
observed_only_behavior_clone,combined_stress,6,600,0.3217,0.6783,0.0043
data_augmentation_wam,nominal,0,600,0.6050,0.3950,0.0300
