method,seed,n,task_success,force_violation_rate,damage_rate,latent_force_accuracy,stale_memory_false_positive,missed_memory_false_negative,force_risk_ece,planning_cost,planning_regret_to_oracle,robust_utility,probe_intervention_rate,deployment_coverage
adaptive_impedance_mpc,6,1152,0.456597,0.271701,0.152778,0.379340,0.065104,0.238715,0.029469,0.399142,0.345223,-0.099505,0.101850,0.000000
adaptive_impedance_mpc,7,1152,0.467014,0.263021,0.143229,0.401910,0.057292,0.251736,0.029233,0.399142,0.347124,-0.097694,0.101850,0.000000
adaptive_impedance_mpc,8,1152,0.441840,0.271701,0.136285,0.390625,0.051215,0.238715,0.029955,0.399142,0.347076,-0.105753,0.101850,0.000000
adaptive_impedance_mpc,9,1152,0.450521,0.285590,0.143229,0.387153,0.065972,0.244792,0.029916,0.399142,0.345543,-0.099218,0.101850,0.000000
conformal_risk_filter,0,1152,0.321181,0.308160,0.155382,0.295139,0.054688,0.360243,0.013971,0.379813,0.488409,-0.306532,0.102750,0.000000
conformal_risk_filter,1,1152,0.293403,0.276910,0.160590,0.289931,0.059028,0.385417,0.013848,0.379813,0.489605,-0.305543,0.102750,0.000000
conformal_risk_filter,2,1152,0.322049,0.296007,0.164062,0.296875,0.046875,0.353299,0.013680,0.379813,0.489431,-0.308107,0.102750,0.000000
conformal_risk_filter,3,1152,0.303819,0.319444,0.167535,0.295139,0.059028,0.348090,0.013359,0.379813,0.489027,-0.306395,0.102750,0.000000
conformal_risk_filter,4,1152,0.318576,0.306424,0.150174,0.309896,0.047743,0.359375,0.014071,0.379813,0.489270,-0.304561,0.102750,0.000000
conformal_risk_filter,5,1152,0.302083,0.312500,0.162326,0.309028,0.060764,0.329861,0.013589,0.379813,0.489103,-0.304251,0.102750,0.000000
conformal_risk_filter,6,1152,0.335069,0.276910,0.169271,0.287326,0.052083,0.356771,0.013416,0.379813,0.489177,-0.305792,0.102750,0.000000
conformal_risk_filter,7,1152,0.335069,0.291667,0.155382,0.287326,0.063368,0.330729,0.012903,0.379813,0.487974,-0.300297,0.102750,0.000000
conformal_risk_filter,8,1152,0.323785,0.301215,0.167535,0.307292,0.063368,0.348090,0.013879,0.379813,0.489309,-0.311599,0.102750,0.000000
conformal_risk_filter,9,1152,0.272569,0.332465,0.161458,0.283854,0.049479,0.358507,0.013467,0.379813,0.489507,-0.304745,0.102750,0.000000
contact_mode_hmm_mpc,0,1152,0.453993,0.331597,0.169271,0.472222,0.074653,0.257812,0.036178,0.356633,0.336965,-0.211868,0.102150,0.000000
contact_mode_hmm_mpc,1,1152,0.469618,0.337674,0.210938,0.466146,0.062500,0.243056,0.035994,0.356633,0.337467,-0.216428,0.102150,0.000000
contact_mode_hmm_mpc,2,1152,0.475694,0.333333,0.198785,0.472222,0.070312,0.232639,0.035810,0.356633,0.337507,-0.214474,0.102150,0.000000
contact_mode_hmm_mpc,3,1152,0.460938,0.355035,0.202257,0.495660,0.062500,0.251736,0.036045,0.356633,0.337395,-0.212662,0.102150,0.000000
contact_mode_hmm_mpc,4,1152,0.484375,0.323785,0.171875,0.500868,0.056424,0.245660,0.036008,0.356633,0.336478,-0.213011,0.102150,0.000000
contact_mode_hmm_mpc,5,1152,0.453993,0.318576,0.184028,0.473958,0.059896,0.241319,0.035949,0.356633,0.337503,-0.212923,0.102150,0.000000
contact_mode_hmm_mpc,6,1152,0.483507,0.355903,0.192708,0.482639,0.046007,0.244792,0.035699,0.356633,0.337641,-0.213350,0.102150,0.000000
contact_mode_hmm_mpc,7,1152,0.483507,0.325521,0.176215,0.452257,0.078125,0.239583,0.035700,0.356633,0.336394,-0.209456,0.102150,0.000000
contact_mode_hmm_mpc,8,1152,0.453125,0.342014,0.190972,0.483507,0.070312,0.239583,0.036465,0.356633,0.338728,-0.218640,0.102150,0.000000
contact_mode_hmm_mpc,9,1152,0.486979,0.348958,0.203125,0.473958,0.060764,0.240451,0.035608,0.356633,0.337004,-0.209997,0.102150,0.000000
diffusion_policy_force_history,0,1152,0.316840,0.436632,0.282118,0.342014,0.092014,0.329861,0.042422,0.241493,0.489976,-0.616997,0.070350,0.000000
diffusion_policy_force_history,1,1152,0.332465,0.466146,0.296007,0.277778,0.076389,0.333333,0.043048,0.241493,0.490090,-0.618061,0.070350,0.000000
diffusion_policy_force_history,2,1152,0.323785,0.473958,0.297743,0.307292,0.085069,0.325521,0.042203,0.241493,0.491320,-0.618962,0.070350,0.000000
diffusion_policy_force_history,3,1152,0.313368,0.479167,0.302951,0.286458,0.092014,0.338542,0.042268,0.241493,0.489837,-0.616651,0.070350,0.000000
diffusion_policy_force_history,4,1152,0.315104,0.452257,0.308160,0.315972,0.091146,0.348958,0.042607,0.241493,0.488640,-0.617384,0.070350,0.000000
diffusion_policy_force_history,5,1152,0.321181,0.448785,0.289062,0.287326,0.084201,0.322917,0.042634,0.241493,0.489054,-0.614187,0.070350,0.000000
diffusion_policy_force_history,6,1152,0.342014,0.504340,0.306424,0.290799,0.078993,0.330729,0.042071,0.241493,0.489734,-0.616725,0.070350,0.000000
diffusion_policy_force_history,7,1152,0.327257,0.457465,0.272569,0.318576,0.083333,0.336806,0.041787,0.241493,0.488650,-0.612898,0.070350,0.000000
diffusion_policy_force_history,8,1152,0.322917,0.437500,0.310764,0.321181,0.085938,0.333333,0.042900,0.241493,0.490569,-0.622446,0.070350,0.000000
diffusion_policy_force_history,9,1152,0.326389,0.455729,0.308160,0.315972,0.076389,0.317708,0.042311,0.241493,0.488019,-0.614768,0.070350,0.000000
ensemble_uncertainty_mpc,0,1152,0.326389,0.384549,0.217014,0.342882,0.073785,0.331597,0.022938,0.294422,0.476533,-0.447881,0.090450,0.000000
ensemble_uncertainty_mpc,1,1152,0.333333,0.399306,0.252604,0.320312,0.057292,0.325521,0.023323,0.294422,0.476166,-0.446880,0.090450,0.000000
ensemble_uncertainty_mpc,2,1152,0.339410,0.368056,0.222222,0.344618,0.072049,0.356771,0.023143,0.294422,0.475767,-0.447015,0.090450,0.000000
ensemble_uncertainty_mpc,3,1152,0.322917,0.405382,0.243056,0.326389,0.068576,0.312500,0.022835,0.294422,0.476007,-0.451315,0.090450,0.000000
ensemble_uncertainty_mpc,4,1152,0.318576,0.372396,0.250868,0.324653,0.065104,0.318576,0.023222,0.294422,0.476198,-0.448505,0.090450,0.000000
ensemble_uncertainty_mpc,5,1152,0.316840,0.390625,0.239583,0.344618,0.063368,0.335069,0.022951,0.294422,0.475831,-0.444962,0.090450,0.000000
ensemble_uncertainty_mpc,6,1152,0.322917,0.381076,0.227431,0.351562,0.075521,0.316840,0.023213,0.294422,0.475488,-0.445996,0.090450,0.000000
ensemble_uncertainty_mpc,7,1152,0.330729,0.406250,0.209201,0.335069,0.052083,0.335069,0.022833,0.294422,0.476484,-0.443975,0.090450,0.000000
ensemble_uncertainty_mpc,8,1152,0.322917,0.395833,0.230903,0.352431,0.058160,0.334201,0.023646,0.294422,0.476665,-0.450901,0.090450,0.000000
ensemble_uncertainty_mpc,9,1152,0.342882,0.409722,0.243056,0.332465,0.066840,0.347222,0.022899,0.294422,0.476019,-0.447729,0.090450,0.000000
force_history_behavior_cloning,0,1152,0.206597,0.524306,0.316840,0.206597,0.088542,0.353299,0.039039,0.150502,0.586253,-0.809874,0.064050,0.000000
force_history_behavior_cloning,1,1152,0.213542,0.531250,0.335938,0.188368,0.094618,0.348090,0.039442,0.150502,0.586318,-0.812794,0.064050,0.000000
force_history_behavior_cloning,2,1152,0.224826,0.522569,0.319444,0.190972,0.100694,0.368924,0.038941,0.150502,0.585839,-0.812498,0.064050,0.000000
force_history_behavior_cloning,3,1152,0.219618,0.518229,0.342014,0.200521,0.094618,0.384549,0.038943,0.150502,0.585855,-0.812509,0.064050,0.000000
force_history_behavior_cloning,4,1152,0.221354,0.526042,0.321181,0.198785,0.093750,0.381944,0.039235,0.150502,0.586382,-0.811987,0.064050,0.000000
force_history_behavior_cloning,5,1152,0.212674,0.526042,0.339410,0.191840,0.085938,0.398438,0.038760,0.150502,0.586401,-0.809294,0.064050,0.000000
force_history_behavior_cloning,6,1152,0.240451,0.486979,0.328125,0.195312,0.098090,0.416667,0.039982,0.150502,0.586411,-0.811652,0.064050,0.000000
force_history_behavior_cloning,7,1152,0.223090,0.527778,0.335069,0.181424,0.092014,0.382812,0.038224,0.150502,0.585696,-0.807327,0.064050,0.000000
force_history_behavior_cloning,8,1152,0.224826,0.520833,0.347222,0.203125,0.091146,0.380208,0.040516,0.150502,0.586095,-0.815388,0.064050,0.000000
force_history_behavior_cloning,9,1152,0.204861,0.539062,0.333333,0.213542,0.091146,0.365451,0.038911,0.150502,0.587528,-0.812966,0.064050,0.000000
observation_only_transformer,0,1152,0.106771,0.537326,0.329861,0.117188,0.069444,0.392361,0.029947,0.116103,0.682308,-0.942592,0.058050,0.000000
observation_only_transformer,1,1152,0.138021,0.500868,0.384549,0.124132,0.069444,0.421007,0.030515,0.116103,0.682819,-0.947097,0.058050,0.000000
observation_only_transformer,2,1152,0.127604,0.513021,0.355035,0.136285,0.076389,0.406250,0.030191,0.116103,0.682404,-0.946418,0.058050,0.000000
observation_only_transformer,3,1152,0.127604,0.539062,0.332465,0.124132,0.078125,0.421007,0.030017,0.116103,0.681547,-0.943855,0.058050,0.000000
observation_only_transformer,4,1152,0.135417,0.527778,0.322917,0.121528,0.066840,0.417535,0.030975,0.116103,0.681174,-0.944979,0.058050,0.000000
observation_only_transformer,5,1152,0.133681,0.528646,0.355035,0.117188,0.078993,0.404514,0.029334,0.116103,0.682667,-0.944112,0.058050,0.000000
observation_only_transformer,6,1152,0.118056,0.538194,0.329861,0.126736,0.059896,0.417535,0.030328,0.116103,0.682863,-0.942412,0.058050,0.000000
observation_only_transformer,7,1152,0.130208,0.534722,0.339410,0.130208,0.073785,0.427951,0.030346,0.116103,0.682791,-0.941384,0.058050,0.000000
observation_only_transformer,8,1152,0.106771,0.536458,0.363715,0.134549,0.071181,0.401910,0.030668,0.116103,0.681589,-0.946519,0.058050,0.000000
observation_only_transformer,9,1152,0.114583,0.534722,0.362847,0.119792,0.080729,0.407118,0.029864,0.116103,0.682387,-0.945322,0.058050,0.000000
online_residual_system_id,0,1152,0.441840,0.368056,0.187500,0.411458,0.083333,0.252604,0.040018,0.360663,0.350114,-0.254472,0.095250,0.000000
online_residual_system_id,1,1152,0.453993,0.333333,0.202257,0.395833,0.076389,0.263889,0.040092,0.360663,0.349745,-0.255666,0.095250,0.000000
online_residual_system_id,2,1152,0.465278,0.351562,0.192708,0.408854,0.065104,0.223090,0.039866,0.360663,0.350159,-0.253289,0.095250,0.000000
online_residual_system_id,3,1152,0.428819,0.345486,0.192708,0.397569,0.078993,0.250000,0.040052,0.360663,0.350800,-0.256605,0.095250,0.000000
online_residual_system_id,4,1152,0.454861,0.359375,0.205729,0.436632,0.081597,0.228299,0.039979,0.360663,0.350254,-0.254967,0.095250,0.000000
online_residual_system_id,5,1152,0.508681,0.340278,0.217882,0.419271,0.060764,0.246528,0.039693,0.360663,0.348770,-0.249656,0.095250,0.000000
online_residual_system_id,6,1152,0.473090,0.347222,0.195312,0.426215,0.065972,0.209201,0.040003,0.360663,0.350033,-0.252219,0.095250,0.000000
online_residual_system_id,7,1152,0.461806,0.354167,0.187500,0.429688,0.065972,0.244792,0.039598,0.360663,0.349496,-0.248768,0.095250,0.000000
online_residual_system_id,8,1152,0.452257,0.337674,0.234375,0.446181,0.077257,0.227431,0.040362,0.360663,0.348880,-0.254358,0.095250,0.000000
online_residual_system_id,9,1152,0.456597,0.372396,0.210069,0.394965,0.077257,0.244792,0.040342,0.360663,0.348809,-0.250641,0.095250,0.000000
oracle_latent_force_planner,0,1152,0.869792,0.163194,0.063368,0.803819,0.023438,0.091146,0.017962,0.309767,0.000327,0.575869,0.128100,0.000000
oracle_latent_force_planner,1,1152,0.877604,0.170139,0.063368,0.796875,0.026042,0.077257,0.017980,0.309767,0.000374,0.573924,0.128100,0.000000
oracle_latent_force_planner,2,1152,0.861979,0.145833,0.059896,0.791667,0.015625,0.069444,0.017992,0.309767,0.000549,0.571998,0.128100,0.000000
oracle_latent_force_planner,3,1152,0.868056,0.157118,0.062500,0.802951,0.023438,0.076389,0.017997,0.309767,0.000279,0.575070,0.128100,0.000000
oracle_latent_force_planner,4,1152,0.868056,0.161458,0.051215,0.821181,0.024306,0.085938,0.018023,0.309767,0.000473,0.575066,0.128100,0.000000
oracle_latent_force_planner,5,1152,0.845486,0.157118,0.062500,0.794271,0.025174,0.082465,0.017908,0.309767,0.000553,0.577367,0.128100,0.000000
oracle_latent_force_planner,6,1152,0.863715,0.169271,0.052083,0.804688,0.018229,0.078993,0.017896,0.309767,0.000396,0.575281,0.128100,0.000000
oracle_latent_force_planner,7,1152,0.852431,0.162326,0.061632,0.789062,0.029514,0.081597,0.018003,0.309767,0.000385,0.579760,0.128100,0.000000
oracle_latent_force_planner,8,1152,0.880208,0.169271,0.058160,0.806424,0.025174,0.096354,0.018057,0.309767,0.000594,0.569150,0.128100,0.000000
oracle_latent_force_planner,9,1152,0.879340,0.172743,0.062500,0.788194,0.021701,0.090278,0.017888,0.309767,0.000499,0.575394,0.128100,0.000000
particle_filter_force_belief_mpc,0,1152,0.562500,0.318576,0.175347,0.545139,0.056424,0.179688,0.034051,0.435433,0.254196,-0.052829,0.114150,0.000000
particle_filter_force_belief_mpc,1,1152,0.539062,0.315104,0.174479,0.586806,0.053819,0.217014,0.034133,0.435433,0.253687,-0.056755,0.114150,0.000000
particle_filter_force_belief_mpc,2,1152,0.538194,0.285590,0.167535,0.575521,0.062500,0.189236,0.033915,0.435433,0.254011,-0.053835,0.114150,0.000000
particle_filter_force_belief_mpc,3,1152,0.559028,0.296875,0.171007,0.579861,0.051215,0.217014,0.034292,0.435433,0.254138,-0.054495,0.114150,0.000000
particle_filter_force_belief_mpc,4,1152,0.532986,0.300347,0.171007,0.566840,0.052083,0.207465,0.034153,0.435433,0.254948,-0.058520,0.114150,0.000000
particle_filter_force_belief_mpc,5,1152,0.546875,0.306424,0.182292,0.592882,0.059896,0.191840,0.034067,0.435433,0.255445,-0.052973,0.114150,0.000000
particle_filter_force_belief_mpc,6,1152,0.562500,0.315104,0.153646,0.563368,0.059896,0.200521,0.034133,0.435433,0.255564,-0.054858,0.114150,0.000000
particle_filter_force_belief_mpc,7,1152,0.559896,0.296007,0.170139,0.564236,0.058160,0.206597,0.033743,0.435433,0.253392,-0.052538,0.114150,0.000000
particle_filter_force_belief_mpc,8,1152,0.523438,0.305556,0.144097,0.555556,0.049479,0.198785,0.034220,0.435433,0.254283,-0.059300,0.114150,0.000000
particle_filter_force_belief_mpc,9,1152,0.546007,0.296875,0.160590,0.567708,0.065972,0.197917,0.033825,0.435433,0.255309,-0.053504,0.114150,0.000000
proposed_force_memory_transformer_v4,0,1152,0.578125,0.313368,0.176215,0.591146,0.065972,0.197917,0.044482,0.357023,0.220462,-0.079267,0.132450,0.000000
proposed_force_memory_transformer_v4,1,1152,0.593750,0.330729,0.174479,0.592882,0.057292,0.168403,0.044640,0.357023,0.220118,-0.080739,0.132450,0.000000
proposed_force_memory_transformer_v4,2,1152,0.586806,0.357639,0.190104,0.584201,0.060764,0.196181,0.044708,0.357023,0.220807,-0.077825,0.132450,0.000000
proposed_force_memory_transformer_v4,3,1152,0.605035,0.325521,0.193576,0.594618,0.055556,0.185764,0.044935,0.357023,0.219840,-0.078820,0.132450,0.000000
proposed_force_memory_transformer_v4,4,1152,0.603299,0.341146,0.175347,0.574653,0.059028,0.195312,0.044582,0.357023,0.220621,-0.080076,0.132450,0.000000
proposed_force_memory_transformer_v4,5,1152,0.581597,0.300347,0.202257,0.596354,0.058160,0.182292,0.044376,0.357023,0.220554,-0.076797,0.132450,0.000000
proposed_force_memory_transformer_v4,6,1152,0.605903,0.313368,0.200521,0.592014,0.054688,0.194444,0.044645,0.357023,0.219846,-0.075895,0.132450,0.000000
proposed_force_memory_transformer_v4,7,1152,0.581597,0.329861,0.208333,0.595486,0.059896,0.164931,0.044470,0.357023,0.221802,-0.077140,0.132450,0.000000
proposed_force_memory_transformer_v4,8,1152,0.585938,0.342882,0.222222,0.587674,0.059028,0.189236,0.044843,0.357023,0.221899,-0.083407,0.132450,0.000000
proposed_force_memory_transformer_v4,9,1152,0.583333,0.319444,0.174479,0.561632,0.052951,0.175347,0.044523,0.357023,0.220753,-0.076337,0.132450,0.000000
recurrent_contact_policy,0,1152,0.316840,0.493924,0.325521,0.268229,0.112847,0.328993,0.047393,0.185842,0.512548,-0.680715,0.068850,0.000000
recurrent_contact_policy,1,1152,0.304688,0.500868,0.311632,0.269097,0.098090,0.374132,0.047493,0.185842,0.512618,-0.685748,0.068850,0.000000
recurrent_contact_policy,2,1152,0.290799,0.494792,0.289062,0.256076,0.094618,0.378472,0.046995,0.185842,0.513904,-0.682803,0.068850,0.000000
recurrent_contact_policy,3,1152,0.276910,0.506076,0.323785,0.259549,0.090278,0.338542,0.046554,0.185842,0.513586,-0.683759,0.068850,0.000000
recurrent_contact_policy,4,1152,0.290799,0.463542,0.317708,0.261285,0.085938,0.348090,0.047588,0.185842,0.512768,-0.683480,0.068850,0.000000
recurrent_contact_policy,5,1152,0.315972,0.490451,0.303819,0.284722,0.092882,0.341146,0.046838,0.185842,0.512255,-0.678696,0.068850,0.000000
recurrent_contact_policy,6,1152,0.293403,0.474826,0.341146,0.265625,0.092882,0.337674,0.047109,0.185842,0.512593,-0.680706,0.068850,0.000000
recurrent_contact_policy,7,1152,0.303819,0.480903,0.310764,0.248264,0.098090,0.357639,0.046660,0.185842,0.512382,-0.678228,0.068850,0.000000
recurrent_contact_policy,8,1152,0.288194,0.480035,0.323785,0.273438,0.102431,0.326389,0.047923,0.185842,0.513264,-0.685065,0.068850,0.000000
recurrent_contact_policy,9,1152,0.306424,0.477431,0.328993,0.256076,0.105903,0.353299,0.047118,0.185842,0.513302,-0.680257,0.068850,0.000000
risk_calibrated_force_memory_transformer_v5,0,1152,0.724826,0.204861,0.100694,0.726562,0.020833,0.134549,0.017516,0.399643,0.075592,0.326617,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,1,1152,0.728299,0.213542,0.091146,0.727431,0.024306,0.118924,0.017529,0.399643,0.075529,0.324687,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,2,1152,0.747396,0.207465,0.093750,0.727431,0.026042,0.129340,0.017405,0.399643,0.076698,0.323915,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,3,1152,0.735243,0.203993,0.087674,0.720486,0.029514,0.153646,0.017382,0.399643,0.077939,0.320951,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,4,1152,0.740451,0.200521,0.096354,0.730035,0.027778,0.124132,0.017523,0.399643,0.076262,0.323218,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,5,1152,0.730035,0.229167,0.086806,0.714410,0.034722,0.123264,0.017377,0.399643,0.076375,0.326683,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,6,1152,0.745660,0.204861,0.091146,0.716146,0.024306,0.117188,0.017381,0.399643,0.077575,0.324909,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,7,1152,0.752604,0.205729,0.076389,0.721354,0.027778,0.136285,0.017354,0.399643,0.076851,0.326954,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,8,1152,0.736111,0.210069,0.098090,0.710938,0.030382,0.125000,0.017559,0.399643,0.076643,0.320365,0.155850,0.000000
risk_calibrated_force_memory_transformer_v5,9,1152,0.753472,0.202257,0.078993,0.728299,0.017361,0.129340,0.017341,0.399643,0.076591,0.325572,0.155850,0.000000
robust_force_threshold_mpc,0,1152,0.272569,0.306424,0.165799,0.218750,0.063368,0.370660,0.017730,0.357242,0.527765,-0.309115,0.086850,0.000000
robust_force_threshold_mpc,1,1152,0.274306,0.293403,0.144965,0.207465,0.065972,0.388889,0.017799,0.357242,0.527733,-0.308081,0.086850,0.000000
robust_force_threshold_mpc,2,1152,0.284722,0.285590,0.152778,0.193576,0.059028,0.392361,0.017044,0.357242,0.528537,-0.308240,0.086850,0.000000
robust_force_threshold_mpc,3,1152,0.297743,0.279514,0.141493,0.231771,0.057292,0.364583,0.017263,0.357242,0.528007,-0.308891,0.086850,0.000000
robust_force_threshold_mpc,4,1152,0.256944,0.276042,0.156250,0.211806,0.052951,0.395833,0.017338,0.357242,0.527776,-0.309527,0.086850,0.000000
robust_force_threshold_mpc,5,1152,0.289931,0.285590,0.161458,0.215278,0.063368,0.380208,0.017070,0.357242,0.527360,-0.303262,0.086850,0.000000
robust_force_threshold_mpc,6,1152,0.261285,0.282986,0.136285,0.225694,0.065104,0.369792,0.017178,0.357242,0.527322,-0.304984,0.086850,0.000000
robust_force_threshold_mpc,7,1152,0.286458,0.287326,0.157118,0.203993,0.065104,0.363715,0.016484,0.357242,0.527457,-0.302158,0.086850,0.000000
robust_force_threshold_mpc,8,1152,0.274306,0.290799,0.137153,0.199653,0.067708,0.368924,0.017056,0.357242,0.526809,-0.308852,0.086850,0.000000
robust_force_threshold_mpc,9,1152,0.278646,0.293403,0.134549,0.200521,0.058160,0.366319,0.016762,0.357242,0.527510,-0.305135,0.086850,0.000000
